date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeTotUSD,HashRate,IssTotUSD,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjUSD,TxTfrValMeanUSD,TxTfrValMedUSD,TxTfrValUSD,VtyDayRet30d,FearAndGreed,Tweets
40399,782,190,297418,1565.35789473684,9.28085443,258019.52,27801.267858971117756163,352.161209068012,0.304128,0.00332614544461478,668.8,0.0704,,,3665050,235,364,4711.342592,14.8288007032967296,0.705408,5397.683456,,,
40400,590,191,91479,478.947643979058,8.88387323,254792.09289830500378,28680.293632845465497905,352.161209068012,0,0.00334365147327064,662.184860169491315,0.0693387288135593,,,3674600,151,215,1515.777894454236806464,10.87398970768626593980607016,3.466936440677965,2337.90778715254162996,,,
40401,724,233,118049,506.648068669528,8.33793184,246978.75,29621.104445218405446146,352.161209068012,0,0.00407890467681707,780.55,0.067,,,3686250,184,259,3185.2202,14.385688996138992,12844,3725.89345,,,
40402,611,217,110906,511.087557603687,8.49787609,258797,30454.315572588744470379,352.161209068012,0,0.00379880821832319,759.5,0.07,,,3697100,220,364,937.7025,3.805488461538463,0.32375,1385.1978,,,
40403,787,215,165572,770.102325581395,7.56762836,239156.325,31602.546210452894124038,352.161209068012,0,0.00376379616101146,693.375,0.0645,,,3707850,247,417,1561.052865,4.6549943884892082,0.9675,1941.13266,,,
40404,564,281,138785,493.896797153025,7.65189676,249354.02645599075903,32587.217833419417233418,352.161209068013,0,0.0049191940522987,941.299892986557985,0.0669964336645237,,,3721900,156,213,673.577454312764763141,5.08030496568363336586476733,3.349821683226185,1082.104957690614154816,,,0
40405,472,207,90563,437.502415458937,7.26649664,243036.40246610158105,33446.159049987937810243,393.799206943296,0,0.00405220400471671,673.97059830508443,0.0651179322033898,,,3732250,130,179,811.471670407796229986,7.729964200325734386256415112,3.25589661016949,1383.663591858304436484,,,
40406,760,147,151445,1030.2380952381,7.13837504,244943.8,34313.663612689550969956,511.773534256603,0.043885,0.00373973885544902,481.425,0.0655,,,3739600,298,444,3051.067945,9.670951081081074,2.6196725,4293.90228,,,1
40407,486,129,88050,682.558139534884,7.50985867,262223.5,34917.234980946184522903,511.773534256603,0,0.00328181164865935,451.5,0.07,,-18.452935694314995,3746050,188,286,2691.8283,11.80736748251746,0.18025,3376.9071,0.08908916109266378,,
40408,709,133,261967,1969.67669172932,7.14796434,255183.6,35700.178077261205045266,511.773534256603,0.10608,0.00338357325016816,452.2,0.068,,-15.841584158415834,3752700,231,371,2049.89944,6.7636245822102396,0.068,2509.30472,0.08861852841688375,,
40409,471,135,84375,625,6.93168437,250755.315,36175.235570074109696627,511.773534256603,0,0.00343445405092257,450.225,0.0667,,-10.752191677431513,3759450,190,279,1014.416955,4.848423,0.0667,1352.710017,0.08761001718644043,,
40410,656,193,114809,594.865284974093,6.69412905,246876.05,36879.487730654004500536,511.773534256602,0,0.00490999727280041,632.075,0.0655,,-17.290526184594132,3769100,230,344,1389.35587,5.6537848255813987,0.0655,1944.90198,0.08685976877826744,,
40411,526,173,93028,537.734104046243,6.61775626,250842.6,37904.478542381818702781,511.773534256602,0,0.00440118926525633,574.36,0.0664,,13.562976101180077,3777750,168,259,2226.986944,9.9884263783783712,0.0664,2587.002432,0.06633378347988744,,21
40412,586,212,99960,471.509433962264,6.41568722,249762.08508182343038,38929.903635193261956394,511.773534256602,0,0.00539336487996729,698.84728229105768,0.0659289888953828,,8.80651346909165,3788350,153,219,936.460632589128921824,6.026388247560104902167153711,0.329644944476914,1319.779026215663013132,0.06609429768897045,,
40413,655,213,104227,489.328638497653,6.22495622,246593.09,39613.626373819422199566,511.773534256602,0,0.00541880528034449,691.2915,0.06491,,19.01356802346901,3799000,157,232,940.0993192,5.029431042672411331,1.62275,1166.8280019,0.06299405318019852,,
40414,638,215,180220,838.232558139535,6.13247009,247633.75,40380.751354350141086708,511.773534256602,0.052,0.0054696860810989,698.75,0.065,,28.60942766370467,3809750,166,254,974.81085,5.4157692913385815,1.67375,1375.6054,0.061076838381397706,,
40415,498,216,89946,416.416666666667,6.02386076,247571.64,41098.499752861771687742,511.773534256602,0,0.0054951264814761,699.84,0.0648,,15.714285714285706,3820550,149,211,820.665432,4.85230077725118336,3.1752,1023.835464,0.05844808811403555,,
40416,650,210,118217,562.938095238095,5.87469011,245474.965368790146475,41785.176868920333740242,519.214429297424,0,0.00542016074795354,672.78869666861475,0.0640751139684395,,9.302132444260728,3831050,158,224,884.65818701437743191,4.065019626531058040690336165,0.2354760438340151625,910.564396342957206155,0.05799770024145805,,
40417,490,171,80380,470.058479532164,5.87209239,249574,42501.715488167703688805,623.38695986893,0,0.00529907348983421,555.75,0.065,,10.335745477861424,3839600,121,182,1646.45455,10.22332857142857,0.231075,1860.6458,0.058034082049165915,,
40418,531,170,103692,609.952941176471,5.77497614,248587.26,43045.59081427699650982,623.38695986893,7.106E-8,0.00526808475597553,549.1,0.0646,,-7.582260371959941,3848100,170,261,937.237472,4.10143419685762264,0.1292,1070.47432537984,0.048626178685457294,,
40419,418,162,71035,438.487654320988,5.66272908,246796.8,43582.660667903460565962,623.38695986893,0.01536,0.00502017488510609,518.4,0.064,,-1.0167155418328249,3856200,111,167,546.52672,3.51771976047904,0.26688,587.4592,0.04652889654370629,,
40420,517,149,104402,700.684563758389,5.69050244,251021.3405,44112.333320639121906314,623.386959868929,0.0227395,0.00461732134494326,484.0265,0.06497,,-3.8134110308876465,3863650,175,261,820.235205125988,3.328258765358135867,0.12994,868.675537758473,0.045883125182822795,,
40421,733,184,172780,939.021739130435,5.19159819,232371,44759.049422498742327676,623.38695986893,0.013200018,0.00570192702999705,552,0.06,,-1.8003273322422317,3872850,254,360,2153.1084,6.73320499936668,337517,2423.953799772,0.04447634773413157,,
40422,622,157,143813,916.006369426752,5.31891315,240699.74841379311683,45253.55865715649345281217241,623.38695986893,0.00372150206013793124138,0.0048652312158127,486.894896551724165,0.0620248275862069,,3.374712643678171,3880700,235,384,1551.499581462069051773,4.665580215927044168900592647,0.03101241379310345,1791.58280291598575477562068,0.044764533153407705,,
40423,513,156,89599,574.352564102564,5.38522542,246530.9,45779.12357837293721967755172,623.386959868929,0,0.00483424248195401,494.52,0.0634,,5.645272109807442,3888500,146,218,1579.58881,9.9499727339740588,42795,2169.09405600634,0.04492487040826867,,
40424,503,164,83176,507.170731707317,5.12179597,237114.195,46295.12703237069296221855172,623.38695986893,0,0.00508215235282345,498.97,0.06085,,6.724839576029661,3896700,155,239,1227.4497705,7.6008626108786341,3.0425,1816.606164,0.04454764743600035,,
40425,468,181,76250,421.270718232044,5.18235949,242852.80094827599675,46861.43475519908671704755172,623.38695986893,0,0.00560896082842101,562.71339655172445,0.062178275862069,,1.931599773883605,3905750,96,150,1689.64179501724231635,14.01080085395401003250804598,3.10891379310345,2101.62012809310461379,0.042984821132916906,,
40426,534,165,88112,534.012121212121,5.06897347,241298.1,47602.95181469286797106455172,623.38695986893,0.0006165,0.00511314108668213,508.6125,0.06165,,-0.03456229277553886,3914000,143,211,4678.720839,38.9662915521326985,0.7398,8221.8875175,0.04297086263913634,,
40427,518,158,80738,511,5.03207272,241589.04,48009.84676450942141337548276,623.38695986893,6.16E-9,0.00489621994967138,486.64,0.0616,,4.39979892180489,3921900,125,184,4532.202136,25.3342253037787144,1.437128,4661.49745589528,0.04215418683372741,,
40428,408,160,75248,470.3,4.94816313,240663.61006247784458,48636.95955931076424031248276,623.38695986893,0,0.00495819741738873,489.9129444769136,0.0612391180596142,,0.5568441044568061,3929900,120,166,798.889403126071680822,6.822085710186482874359269926,0.209743979354178635,1132.466227890957381926,0.04178235799984721,,
40429,535,165,91996,557.551515151515,4.88836125,240227.15,49142.67540658023806972248276,699.324575963736,1.22E-8,0.00573599618291432,503.25,0.061,,-13.352272727272736,3938150,174,265,794.46827,4.0195869425675474,0.04575,1065.1905397804,0.03159300601167716,,
40430,530,135,101794,754.02962962963,4.79545778,241092.44821946229168,50275.168553909253784876301,712.884864552096,0.00672265289700262973232,0.0047840893422885,412.5260527469316,0.0611149707773232,,-11.860266516204048,3944900,204,321,1700.285102343278706288,6.525601457555946193253090246,0.0611149707773232,2094.71806787546532845108592,0.03155271986532424,,
40431,529,177,95260,538.19209039548,4.74669508,241224.31402250169175,50819.4249086908295167403038,712.884864552095,6.10115242548218E-9,0.0062724726932227,539.95198965517293,0.0610115242548218,,-8.938023500265976,3953750,171,268,712.7366263448282676,3.216354540480783065516998418,0.0305057621274109,861.98301684884915382487422,0.031037425831566653,,
40432,426,160,79387,496.16875,4.91061134,252049.9618790181301,51327.6137167586728464023038,712.884864552095,0,0.00567003181308267,508.9669199298656,0.0636208649912332,,-9.113050012524,3961750,141,212,464.706520364114575092,3.022333199282116924142584608,0.0318104324956166,640.734638247808329848,0.030938959253844146,,
40433,708,177,123189,695.983050847458,4.69699949,244191.9,51988.91341870781023858957148,712.884864552095,0.009225,0.0062724726932227,544.275,0.0615,,-4.651162790697678,3970600,199,306,1128.823275,3.7104758824132365,0.0144525,1135.40562001845,0.02781803143336271,,
40434,722,171,133256,779.27485380117,4.70641545,247423.547,52571.54823698938605189757148,712.884864552095,6.218E-9,0.0060598465002321,531.639,0.06218,,-7.189089629220247,3979150,267,406,4386.8872956,17.96662000985219592,0.0233175,7294.447724,0.026916475165210563,,
40435,680,203,123769,609.699507389163,4.64512859,247296.707,53237.86032952603123361057148,712.884864552095,0.0005953222048,0.00719385286284863,629.1985,0.06199,,-4.803488221370399,3989300,227,344,1585.3397233777952,5.489487472561345916,0.0644696,1888.3836905611024,0.026467759301762785,,
40436,666,169,130478,772.059171597633,4.45428881,241464.1,54209.34973228810025626057148,712.884864552095,0,0.00598897110256856,510.38,0.0604,,-7.786259541984733,3997750,261,424,1940.780652,5.68813301874385088,0.061004,2411.768399947392,0.02679321528474052,,
40437,666,219,117325,535.730593607306,4.47633904,248138.53,55433.36364946746902644357148,712.884864552095,0,0.00776085604415689,677.805,0.0619,,-11.571428571428584,4008700,211,300,1787.286363,7.0698816766666873,0.619,2120.964503,0.02401161483479113,,
40438,1008,208,151537,728.543269230769,4.19274776,241148.11407948548193,57515.53105828973405160157148,712.884864552095,0,0.00737104135700746,624.00547048509592,0.0600005260081823,,-11.763932340908388,4019100,155,212,2690.809989594387026012,21.34924848377035235695018636,3.000026300409115,4526.040678559318299705,0.024092667354345305,,
40439,573,237,109234,460.902953586498,4.22048014,245887.95,58260.65797941103755239557148,712.884864552094,0.01098,0.00839873462312869,722.85,0.061,,-8.545727136431779,4030950,165,231,2360.52249,11.529710346320345,44319,2663.36309,0.024204369065682876,,
40440,667,209,106736,510.698564593301,4.29534109,253395.78,58993.16831185082271697357148,898.218695679555,0,0.00933199495165843,655.215,0.0627,,-4.274809160305339,4041400,149,227,2696.77716,14.2271878376242362,3.135,3229.571639140704,0.024647893613220645,,
40441,711,203,144108,709.891625615764,4.22043399,251608.28778988914279,59616.68601397037453573657148,917.830741301509,0,0.00926199956576555,630.33261864406827,0.0621017358270018,,-6.473289417165967,4051550,275,414,1937.32885594593950289,6.205242944882224597232722622,0.11799329807130342,2568.970579181240970834,0.024521669831162343,,
40442,1227,172,265545,1543.86627906977,4.22602175,254368.3975,60190.98157439412083811657148,917.830741301511,6.265E-9,0.00784760554340728,538.79,0.06265,,-4.973516127459439,4060150,631,992,1187.8559035,1.763102362903222775,0.031325,1748.997544,0.024584252750614287,,
40443,1056,174,221983,1275.76436781609,4.14162414,251788.04777206303775,60794.51903341252990735457148,917.83074130151,0,0.0079388567706562,538.3722711864405,0.061881870251315,,-4.665120549507,4068850,520,832,2386.99351513337150785,3.314484454675345252598630749,0.012376374050263,2757.65106628988804225,0.024528243742349264,,
40444,1027,234,188205,804.294871794872,4.11497371,253620.51570017524305,61633.56893490154025261957148,917.830741301507,0,0.0106763935881238,727.1960970192867,0.062153512565751,,-4.379211437306154,4080550,399,576,7490.60273209128889527,13.72984472847507209251668128,0.124307025131502,7908.39056360163356964,0.024546866727123473,,
40445,808,228,138877,609.109649122807,4.07954667,254519.29,62389.11104571322955065957148,917.830741301508,0,0.0104026399063771,709.08,0.0622,,-4.012345679012343,4091950,268,394,1102.38615,2.93682036040609156,0.24258,1157.107222,0.02454827522374586,,
40446,837,207,164922,796.724637681159,4.03278411,254424.646,63089.08160263973479528457148,917.830741301509,0,0.00944450202026339,641.907,0.06202,,-3.2073512494285312,4102300,332,493,1666.6256278,3.755131104259633014,0.012404,1851.2796344,0.024479574941215318,,
40447,634,205,120842,589.473170731707,4.00070639,254978.1,63733.26983517187986753457148,917.830741301509,0,0.00935325079301447,635.5,0.062,,-4.615384615384619,4112550,206,321,1269.55974,4.3274242367601266,0.0558,1389.10318,0.0243069125246493,,
40448,1251,229,213451,932.100436681223,3.91751164,256514.6221765050768,65478.96868982505452355257148,917.830741301508,0.001244008836937464,0.0104482655200015,712.19505914669814,0.0622004418468732,,-3.7144863051498542,4124000,350,529,2009.341111549527446028,4.07601141559017561630015324,0.036076256271186456,2156.210038847201383332,0.02430619036066162,,
40449,1705,212,260364,1228.1320754717,3.70318762,255947.85551572175952,69115.5516989315307701966346,987.78854520494,0.089141612717708928,0.0104098858028698,656.18131583869072,0.0619038977206312,,-3.2751598115137526,4134600,284,438,4484.27360079319188992995012,11.36108172692536045529115319,0.0619038977206312,4976.15379639331790784895584,0.024268254852850377,,
40450,1203,164,361101,2201.83536585366,3.67369778,256480.748,69815.4185985899472588776346,1318.67005015359,0,0.010750436774287,507.662,0.06191,,-4.709866092042481,4142800,812,1460,1754.8191388,3.996891790273971161,0.030955,5835.4620138,0.024077897755976865,,
40451,640,146,110123,754.267123287671,3.58697479,256891.19,71617.7852917096199310306346,1318.67005015359,0,0.00957051078686525,451.87,0.0619,,3.1666666666666647,4150100,215,340,3875.73232,12.64620095,0.198699,4299.708323,0.019050455140943633,,
40452,852,154,172435,1119.70779220779,3.57218676,257672.64433196960064,72133.02712638254308796544942,1318.67005015359,0.034705055756867328,0.0100949223368305,477.19451665692576,0.0619733138515488,,-0.0830534104855084,4157800,445,789,1231.288543588171898902547232,2.340733487523288046965474287,0.045240519111630624,1846.838721655873729887928704,0.01805820307856526,,
40453,798,100,184705,1847.05,3.26607208,255595.92,78257.89309180042827387748652,1318.67005015359,0.000476963182,0.00655514437456523,307,0.0614,,-3.154574132492106,4162800,404,665,18649.542058,35.9391475097744444,0.0307,23899.533094,0.017644115692945942,,
40454,648,122,107444,880.688524590164,3.2380791,254573.33028112209816,78618.6262503295941421561132,1318.67005015359,0.000474245034972238359,0.00799727613696959,372.49569783752184,0.0610648684979544,,0.35311174684371394,4168900,235,388,1562.66830432320248232,7.934492017344424050341308814,0.0305324342489772,3078.582902729631157824,0.015981292004462345,,
40455,852,153,142408,930.771241830065,3.23417646,255999.447555522959715,79154.44649592866368011605765,1318.67005015359,6.0681532144944447E-8,0.0100293708930848,468.902748392752545,0.0612944769140853,,-1.4213950704330256,4176550,258,433,5812.864169926355988912,79.18140427119359326413131848,6.12944769140853,34285.548049426926406311,0.01547859733889631,,
40456,688,126,123933,983.595238095238,3.17003606,256826.99,81017.05625403736676596126221,1318.67005015359,0,0.0082594819119522,386.82,0.0614,,-0.40551500405515034,4182850,244,399,7106.630638,29.3737953935144856,44380,11720.14436201228,0.015407633061294461,,
40457,682,171,120076,702.198830409357,3.22421336,263261.834,81651.49275262374260395131776,1318.67005015359,6.84629E-8,0.0112092968805066,537.0255,0.06281,,1.9642857142857189,4191400,231,360,4996.6228059,21.09835356444447236,0.5495875,7595.4072832,0.01596032899076439,,
40458,654,160,107792,673.7,3.40312006,281359.8,82677.01249228540252133531776,1318.67005015359,0,0.0104882309993044,536,0.067,,9.407192857966674,4199400,184,286,6956.94299,29.877790244755256,12844,8545.04801,0.019710176880396887,,
40459,813,154,132981,863.512987012987,4.14833833,355302.67118807693911,85649.39574856534484977131776,1318.67005015359,0,0.0100949223368305,650.28893255406157,0.0844531081239041,,38.447718235908354,4207100,207,331,10949.335333891191696508,39.08898586811789584813497522,4.222655406195205,12938.454322347017529562,0.04608334653885841,,
40460,753,158,143015,905.158227848101,4.40766563,395367,89699.86235853513581231231776,1318.67005015359,0,0.0103571281118131,741.02,0.0938,,53.48121549753668,4215000,245,395,13456.040542,44.084482577215178,25294,17413.370618,0.04913438184972137,,
40461,631,178,112807,633.747191011236,4.45879954,410335.83862361207196,92028.32173917562994574731776,1318.67005015359,0,0.0116681569867261,864.60118936294596,0.0971462010520164,,59.22598597319727,4223900,186,299,9345.477170210114442132,39.10903314456336378973084644,4.85731005260082,11693.600910224434407024,0.04918042820663387,,
40462,632,159,105124,661.157232704403,4.28117529,402025.75,93905.46350007334677935431776,1318.67005015359,1.0355E-7,0.0104226795555587,755.25,0.095,,49.322081699283345,4231850,184,292,6252.65775,23.602505993150655,0.95,6891.93175,0.049390057428619745,,
40463,643,155,107545,693.838709677419,4.2360293,402338.04,94979.99448032955988982231776,1365.0076753209,0,0.0105175094359409,735.475,0.0949,,54.3089430894309,4239600,195,322,4519.114275,17.1792282919254959,2.0711925,5531.71151,0.048664761308424134,,
40464,929,176,155694,884.625,4.55044647,445510.9688563403376,97904.89160838627063233031776,1378.02816503733,0.0367029561952074,0.0120563786888564,922.8171843366432,0.104865589129164,,68.64842253001608,4248400,187,310,5597.77338588577373544,39.5625799210628190167194246,0.84259500865283274,12264.39977552946445728,0.05109046126835466,,
40465,626,205,112720,549.853658536585,4.35844526,434382.3,99664.50742118630501097431776,1378.02816503733,0,0.014042941086452,1045.5,0.102,,64.54266817228583,4258650,159,262,9819.43698,68.102538549618372,20121,17842.8651,0.05162651583417993,,
40466,582,177,94279,532.649717514124,4.34353862,448087.5,103161.8547713647516121753178,1378.02816503733,0,0.0121248808404976,929.25,0.105,,73.841059602649,4267500,152,249,8504.3805,61.784062048192785,22737,15384.23145,0.05103512821422154,,
40467,933,258,147280,570.852713178295,4.06985428,432320.4,106225.0316071116020152713178,1378.02816503733,0,0.0176735551234372,1302.9,0.101,,63.166397415185806,4280400,185,297,9622.64774,67.798137374108057,44321,20136.04680011009,0.052074877896576555,,
40468,751,270,131729,487.885185185185,4.06277933,437977.8,107802.5077889079784289273178,1378.02816503733,0,0.018495580943132,1377,0.102,,69.99850965654902,4293900,186,297,1995.5382,36.856947878787852,0.46206,10946.51352,0.05131805420251157,,
40469,947,249,182193,731.698795180723,4.02994877,440970.24,109423.2866981521164512973178,1378.02816503733,0.002048,0.0170570357586661,1274.88,0.1024,,67.86885245901641,4306350,328,534,5411.140608,41.7065458576779264,0.512,22271.295488,0.05137951624058704,,
40470,1411,256,298693,1166.76953125,3.80761656,421311.019746639606485,110649.5397284819674750613178,1378.02816503733,0,0.0175365508201548,1248.57461601402752,0.0975448918760959,,55.5739902330078,4319150,671,1138,4796.398411968967957121,22.86026256689370625034608586,0.1950897837521918,26014.97880112508629025,0.05271704994803755,,
40471,1218,264,236359,895.299242424242,3.8186494,428902.65,112317.8918221872269213403178,1378.02816503733,0,0.0180845680332846,1306.8,0.099,,59.415833843657005,4332350,475,792,4972.78683,25.529916250000008,0.11979,20219.69367,0.05251675532726795,,
40472,983,186,176539,949.134408602151,4.00919854,464556.55,115872.6725735901761700057542,1983.2167289447,0.00083097805,0.018337040329349,995.1,0.107,,70.79010375099762,4341650,350,568,10342.43596,35.280104049295743,0.15622,20039.0991,0.05370503591235071,,
40473,958,154,192130,1247.5974025974,3.82096178,445808.375,116674.3873420556349447657542,2149.02181494673,0,0.0164515818945875,789.25,0.1025,,65.63817412713354,4349350,439,715,5441.898225,17.9121445104894725,0.05125,12807.183325,0.05458252630105767,,8
40474,838,175,157605,900.6,3.85485171,455667.3527996489127,118206.1949053954678244387542,2149.02181494673,0.00522782121566335,0.0186949794256676,914.86871274108625,0.104556424313267,,68.22287268584985,4358100,341,568,2756.59562339926107689,7.721346513747433191887731003,0.102988077948567995,4385.72481980854071467,0.05453401328405236,,
40475,848,205,160836,784.565853658537,4.14384219,502403.9335,121241.0874659334114525597542,2149.02181494673,0,0.0218998330414963,1178.8525,0.11501,,84.90353697749197,4368350,344,543,9796.7599681,21.99688673167585719,0.11501,11944.3094953,0.05624717386514293,,
40476,763,203,135109,665.56157635468,4.88883386,609130.5838421975325,124596.2946687190106994067542,2149.02181494673,0,0.0216861761337744,1412.05331186440675,0.139118552893045,,124.312403890753,4378500,209,345,7777.53260314246623055,60.78521851516558623234169356,2.7823710578609,20970.9003877321328149,0.0640031569758938,,
40477,900,241,160312,665.195020746888,5.14523738,662973.05,128851.7907284580643199747542,2149.02181494673,0,0.0257456573804908,1819.55,0.151,,143.54838709677418,4390550,280,488,11039.94975,56.037984405737747,0.755,27346.53639,0.06455553948150138,,
40478,1075,213,185612,871.417840375587,6.05058402,826105.24,136533.1407145496661035487542,2149.02181494673,0,0.022754460672384,1999.005,0.1877,,201.76634510424404,4401200,353,594,17060.405876,63.9774091228956052,0.9385,38002.581019,0.07285519164550594,,
40479,1012,219,163272,745.534246575342,5.2615273,763743.165,145156.1725072959513925477542,2149.02181494673,0,0.0233954313955498,1895.445,0.1731,,179.62698048706162,4412150,276,461,16000.732185,70.4810368828633875,0.1731,32491.758003,0.07563060551353873,,
40480,829,223,158869,712.417040358744,5.63366942,840427,149179.3246674840811523807542,2149.02181494673,0,0.0238227452109936,2118.5,0.19,,206.89710870618643,4423300,234,375,8953.1173,43.98993493333327,0.095,16496.2256,0.07608742104738518,,
40481,657,252,119551,474.40873015873,5.72124637,876580.6100970218251,153214.9733232806891673177542,2205.13580753393,0,0.0276237096817406,2489.8928486265414,0.197610543541789,,219.24158892049923,4435900,174,268,6577.19819144923003196,41.72553263059853860059542294,0.64223426651081425,11182.44274500038305081,0.0757564397379979,,
40482,609,179,101464,566.837988826816,5.43761091,855633.625,157354.6985362365818529087542,3091.73689041181,0,0.0275107023258776,1722.875,0.1925,,210.61756752449207,4444850,129,191,10389.38285,67.431570811518375,2.541,12879.430025,0.0763863809753752,,0
40483,565,177,102520,579.209039548023,5.41406405,866356.2658129736477,160019.5819179624277703607542,3091.73689041181,0,0.0272033201769851,1721.54679310344585,0.194525061367621,,216.81606085931753,4453700,180,270,6125.62141597497675694,30.51410170511291516650421023,0.14589379602571575,8238.80746038046764245,0.0760509460980235,,
40484,446,176,74532,423.477272727273,5.28311477,864832.5,163697.4660536910086250407542,3091.73689041181,0,0.0270496291025389,1705.44,0.1938,,217.36742380193954,4462500,101,154,9253.054644,75.9214520259739404,25447,11691.903612,0.0760169810114455,,
40485,578,190,99073,521.436842105263,5.18370173,863543.2,166588.1343589585362405607542,3091.73689041181,0,0.0292013041447863,1834.45,0.1931,,215.03654117264546,4472000,157,238,6725.087907,46.2303955378151439,7.724,11002.834138,0.07614496422227982,,
40486,632,201,110136,547.940298507463,5.7153824,1027622.7341262402401,179799.4714730568494201947994,3091.73689041181,0,0.030891905963695,2304.2153652834561,0.229275160724722,,273.4123138839121,4482050,157,224,31371.36945096780243534,162.8033694694677436552461598,11.4637580362361,36467.95476116079658919056936,0.07958047639917507,,
40487,828,219,152907,698.205479452055,6.25148898,1164192.075172416272,186226.3660229250224650537994,3091.73689041181,0,0.0336583453037274,2837.2809310344888,0.259112413793104,,312.5336949420538,4493000,221,310,9859.486457241400304,35.30742648222464390715461624,0.32389051724138,10945.30220948967847808,0.08073533866725711,,
40488,588,218,110783,508.178899082569,8.19405221,1805984.1933419070348,220401.8410079568504103637994,3091.73689041181,0,0.0335046542292811,4370.7070999415588,0.400982302746932,,498.48104887601784,4503900,165,252,41674.30725493212610328,199.5679850933679953888283098,20.0491151373466,50291.13224352874446156,0.10760045759717654,,1
40489,688,241,127505,529.066390041494,6.73312638,1535423,228040.1277275332892444037994,3091.73689041181,0,0.0370395489415447,4097,0.34,,302.59027471336424,4515950,210,291,20045.176,103.37619381443286,17,30082.4724,0.11008335664400645,,
40490,1570,275,232100,844,4.59520726,1101553.4134015210485,239717.8954792919969449637994,3091.73689041181,0.20184324196376415,0.042265045472717,3343.78864699006875,0.243184628872005,,159.25866617484544,4529700,241,354,93690.7594996167234498,343.4630745978758852344446206,12.15923144360025,121585.9284076483211487,0.12960533605252123,,
40491,651,217,119149,549.073732718894,4.06257605,986537.53224371848055,242835.4620807229813825107994,3704.20116978238,0,0.0399576940439629,2357.40873348919085,0.217272694330801,,123.6553688954481,4540550,193,282,6718.09560870474330811,40.15798046848425232466375269,4.6930901975453016,11324.55049211258131737,0.13225478150601844,,
40492,655,203,111733,550.408866995074,4.25825739,1044611.9615505531111,245314.4248000827722363817994,4536.35372327502,0,0.0457771834440332,2329.92977118643595,0.229549731151373,,141.6312959488137,4550700,196,306,7752.91132629086679239,43.27885621376774089066203688,5.050094085330206,13243.33000141294799472,0.1320165934772402,,
40493,594,219,110761,505.75799086758,4.10381259,1017704.115,247989.9100825153285058417994,4536.35372327502,0,0.0493852373115432,2442.945,0.2231,,135.08956796628027,4561650,172,256,4717.346874,36.566612890625,1.67325,9361.0529,0.1323297017068854,,
40494,457,169,79130,468.224852071006,4.88620474,1225700.82,250849.2552366399924348817994,4536.35372327502,0,0.0381100689755745,2266.29,0.2682,,155.75596554333507,4570100,117,169,5307.399072,53.4547991715975522,13.41,9033.86106,0.13476820154840016,,
40495,587,223,99834,447.686098654709,4.93212505,1264425,256365.1542560197122828517994,4536.35372327502,0,0.0502872507784207,3077.4,0.276,,170.5882352941177,4581250,118,168,7378.87104,62.504652142857156,44421,10500.78156,0.13430929133963782,,
40496,945,256,148414,579.7421875,4.88743661,1281895.808,262283.8741032270705092937994,4536.35372327502,0,0.0577288618801601,3571.712,0.27904,,165.75238095238097,4593950,164,247,9605.3827584,42.19569448421062912,0.502272,10422.3365376,0.13436904743422773,,
40497,4487,200,1932666,9663.33,4.51276218,1235997.39174591028635,273889.3259142401527663737994,4536.35372327502,0.12886298679135024,0.0451006733438751,2684.64555815313,0.268464555815313,,165.80649090625045,4603950,5457,9397,15629.69770532833525005,7.537806209341373904810123038,0.02416181002337817,70832.76494918100132513,0.13436532108485905,,
40498,3228,197,1977492,10038.0304568528,3.76028119,1038105,276071.1097082773786581287994,4536.35372327502,0,0.044424163243717,2216.25,0.225,,120.58823529411767,4613800,8121,5178,6834.65625,4.3817246523754425,0.156375,22688.57025,0.13966191054985944,,
40499,674,247,124301,503.242914979757,4.00641517,1119247.64870251303935,279363.8707832751559610887994,4536.35372327502,0,0.0556993315796857,2987.95077147866715,0.241939333722969,,136.2688805888369,4626150,186,283,9709.44401735008670637,52.4322460442283550809020617,1.4032481355932202,14838.32563051665545613,0.13984380478043273,,
40500,651,257,489846,1906.01556420233,4.39720823,1248159.091361776126,283852.623242869776645456146,4962.56232836369,0,0.063399410028978,3457.3926113383969,0.269057790765634,,175.82970834331167,4639000,1846,279,7131.15342627679369378,61.30648702623855229904018514,12.10760058445353,17104.50988032058219003791592,0.139751865386948,,
40501,635,150,2149823,14332.1533333333,4.48312449,1293074.485,288431.536476323810587906146,6866.89864897274,0.027829,0.0512033075039661,2087.175,0.27829,,181.10101010101008,4646500,9313,281,8928.4392938,52.66292615800701246,2.9081305,14798.2822504,0.1397057854825816,,
40502,783,116,2123202,18303.4655172414,4.49841005,1316675.1736568096124,292697.899502257572860146146,6866.89864897274,0.29433660353009952,0.0395972244697338,1641.4925966101704,0.283015964932788,,164.50090180634396,4652300,9227,703,16279.46886496557300744,63.11687989737129892630656126,28.3015964932788,44371.16656785197078724,0.13949773833966697,,
